0	0	0	0	-0.1355633	0	0	0	0	0	0	0	0	0	0	-0.4882426	0	0	0	-0.3953111	0	0	0	0	-1	0	0	0	0	0	0	0	-0.6314658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.411684	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8994618	0	0	-1	0	0	0	0	-0.4185677	0	0	0	0	-0.908127	0.1353144	0	0	0	0	0	0	0	-0.1886661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2256975
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0.9769258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4135186	0	0	-0.2415937	0	0	0	0	-1	0	0	0	0	0	0.9772619	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3726473	0	0	0	0	0	0	0	0	0	0	0	0
0	0	-0.3188304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.391572	0	0	0	0	0	0.2694337	0.439484	0	-1	-0.2973484	0	-0.2497254	0	0	-0.8656416	-0.7385183	-0.3473317	0	0	0	-0.4003929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	-0.8311763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4159993	-1	0.9461053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5218522	0	0	0	0	-1	-0.1426245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	-0.3992338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8854753	0	-0.07003512	-1	0	0	0	0	0	0.3010006	0	-0.1829819	0	-0.1298293	0	-0.326278	0	0	-0.5715273	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4718684	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	-0.9252847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-0.4561607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.04333254	0	0	0	0	-0.546033	-1	-0.3457138	-0.2135984	0	-0.2480103	0	-0.009629309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4944137	0	0	-0.43051	0	0	0	0	0	-0.0781204	-1	0	0	0	0.1306883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8386155	0	0	0	0	0	-0.8467582	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.005661446	0	0	0	0	0	0	0	0.1621005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-0.782717	0	0	0	-0.9606212	0.1077087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2154114	0	0	-0.4892395	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5566948	0	-0.7911481	0	0	0	0	0	0.3162599	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	-0.1537412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9596652	0	0	0	0	0	-0.2479323	0	0	0	0	0	-1	0.1623054	-0.03950469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8561023	0	0	0	0	0	0	0	0	0	-1	0	0	-0.08522894	0	0	0	0	0	0	0	0	0	0	0	-0.5751327	-0.528109	0	0.4641025
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1196976	0	0	-0.3348831	0.4499556	-1	-0.576138	0.7455456	0	0	0	0	0	0	0	0	0	0	-0.1666927	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2669137	0	0	0	0	0	0.8957659	0	0	0	0.2926585	-0.7721454	-1	-0.430488	-0.762976	-0.1629526	0	-0.322551	0	0	0.8100643	-0.3795719	-0.7004604	0	0.5992212	0	0.4817248	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.6761508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.6673086	0	-0.00143655	-1	0.9104629	0.1157942	0	-0.6692356	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2888448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7333172	0.4967697	-0.120585	0.1943309	-1	0.9906458	0.04047803	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8568098	0	0	0	0	0	0	0	0	0	0.3855846	0	-0.2519585	0	0.6577925	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8462348	0	-1	-0.007490648	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7063697	-0.8042252	0	0	-0.8979693	-1	-0.499122	0	0	0.7790302	0	0	-0.02176086	0.8763506	0	0	0
-0.2791225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5700451	-1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2832066	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0
-0.9235504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-0.6042792	0.189344	0	0	0	-0.8840207
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2167057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3388753	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4378675	0	-0.5509308	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7075358	0	0	-1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3134392	-0.1964706	0	0	0	0	0	-0.1076	0	0	0.6085119	0.4790413	0	0	-1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5539144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-0.4124943	0	0
0	0	0	0	0.4806505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2419591	0	0.9615886	0	0	0	0	0	0	0	0	0	0	0	0	-0.2818977	-1	0.2692449	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8161641	0	-1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7161345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.04000211	0	0	0	0	0	0	0	-1
